"hab_dcid_woods","brsh_piles_atleast","hab_water_fresh","numfeeders_platfrm","hab_mixed_woods","numfeeders_ground","hab_residential","dogs","cats","evgr_shrbs_atleast","dcid_shrbs_atleast","nearby_feeders","population_atleast","evgr_trees_atleast","dcid_trees_atleast","humans","count_area_size_sq_m_atleast","housing_density","numfeeders_suet","squirrels"
1,1,1,0,1,1,1,0,1,11,4,0,25001,4,11,1,375,2,1,1
1,1,1,0,1,1,1,0,0,11,4,0,25001,4,11,1,375,2,2,1
0,1,1,1,0,4,0,1,1,1,4,1,1,11,11,1,100,1,2,0
0,1,1,1,0,4,0,1,1,1,4,1,1,11,11,1,100,1,2,0
0,4,1,0,1,2,1,0,0,11,11,1,1,11,11,1,1,1,2,1
0,4,1,0,1,2,1,0,0,11,11,1,1,11,11,1,1,1,2,1
1,0,0,1,1,1,1,1,0,0,1,1,100001,0,1,1,100,4,1,1
1,0,0,1,1,1,1,1,0,0,1,1,100001,0,1,1,100,4,1,1
1,0,1,4,1,1,1,1,0,4,1,0,1,0,4,1,100,1,2,0
1,0,1,1,1,1,1,1,0,4,1,0,1,0,4,1,100,1,2,0
0,1,1,1,0,3,1,1,1,1,4,0,1,4,4,1,100,2,1,1
0,1,1,1,0,3,1,0,1,1,4,0,1,4,4,1,100,2,1,1
0,0,1,1,0,1,1,1,1,1,4,1,100001,1,1,1,1,2,2,1
0,0,1,1,0,1,1,1,1,1,4,1,100001,1,1,1,1,2,2,1
1,1,1,1,1,0,1,0,0,11,11,0,25001,11,11,1,100,3,1,1
1,1,1,1,1,0,1,0,0,11,11,0,25001,11,11,1,100,3,3,1
0,0,0,1,1,1,1,1,0,0,4,0,1,4,4,1,100,1,1,1
0,0,0,1,1,1,1,1,0,0,4,0,1,4,4,1,100,1,1,1
1,0,0,0,1,1,1,1,1,11,1,0,5001,1,4,1,100,3,1,1
1,0,0,0,1,1,1,1,1,11,1,0,5001,1,4,1,100,3,0,1
1,0,1,0,1,1,1,0,1,0,1,1,100001,1,1,1,1,3,3,1
1,0,1,0,1,0,1,0,1,0,1,0,100001,1,1,1,1,3,2,1
0,0,1,1,0,1,1,1,0,4,4,1,100001,1,4,1,100,3,2,1
0,1,1,2,0,1,1,1,0,4,4,1,100001,1,4,1,100,3,2,1
0,1,0,0,1,1,1,0,0,4,4,0,25001,4,4,1,100,3,1,1
0,1,0,0,1,1,1,0,0,4,4,0,25001,4,4,1,100,3,1,1
1,1,0,2,1,2,0,0,0,0,4,0,1,11,11,1,100,1,5,1
1,1,0,2,1,3,0,0,0,0,4,0,1,11,11,1,100,1,5,1
1,1,1,0,1,1,1,1,0,0,11,1,1,4,11,1,100,1,3,1
1,1,1,2,0,2,1,1,0,0,11,1,1,4,11,1,100,1,4,1
1,1,0,1,1,1,1,0,0,4,11,1,5001,4,11,0,375,2,1,1
1,1,0,1,1,1,1,0,0,4,11,1,5001,4,11,0,375,2,1,1
0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,1,4,1,1
0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,1,4,1,1
1,1,1,0,1,1,1,1,1,1,11,0,100001,4,11,1,375,3,2,0
1,1,1,0,1,1,1,1,1,1,11,0,100001,4,11,1,375,3,2,0
0,4,1,0,1,0,1,1,0,11,11,1,1,11,11,1,375,1,2,0
0,4,0,1,1,2,0,1,0,11,11,1,1,11,11,1,375,1,3,1
1,4,0,2,0,2,1,1,0,4,4,1,25001,1,11,1,100,3,2,1
1,4,0,1,0,2,1,1,0,4,4,1,25001,4,11,1,100,3,1,1
1,1,0,0,1,1,1,0,1,1,11,1,25001,1,1,1,100,3,2,1
1,1,0,0,1,1,1,0,1,1,11,1,25001,1,1,1,100,3,2,1
1,1,1,0,0,0,1,0,0,1,4,1,25001,1,4,0,375,3,3,1
1,1,1,0,0,0,1,0,0,1,4,1,25001,4,11,0,375,3,2,1
1,1,1,0,1,1,1,0,0,1,11,0,25001,1,11,0,100,2,1,1
1,1,1,0,1,1,1,0,0,1,11,0,25001,1,11,0,100,2,1,1
0,1,1,0,0,2,1,0,0,4,4,1,25001,0,4,1,100,4,1,1
0,1,1,0,0,2,1,0,0,4,4,1,25001,0,4,0,100,4,1,1
1,1,1,0,1,1,1,1,1,1,1,0,5001,1,4,1,100,1,1,1
1,1,1,0,1,1,1,1,1,1,1,0,5001,1,4,1,100,1,1,1
0,1,1,0,1,1,1,0,1,1,4,1,5001,11,11,1,1,3,1,1
0,1,1,0,1,1,1,0,1,1,4,1,5001,11,11,1,1,3,1,1
0,1,0,0,0,2,1,1,1,1,4,0,5001,1,1,1,100,3,1,1
0,1,0,0,0,2,1,1,1,1,4,0,5001,1,1,1,100,3,1,1
1,0,1,1,0,1,1,1,0,1,4,1,5001,4,4,1,100,3,1,1
1,0,1,1,0,1,1,1,0,1,4,1,5001,4,4,1,100,3,1,1
1,1,1,0,1,1,1,0,1,1,4,1,25001,1,11,0,100,2,1,1
1,1,1,0,1,1,1,0,1,1,4,0,25001,1,11,0,100,2,1,1
0,1,1,2,1,1,1,1,0,11,0,0,1,0,11,1,100,2,2,1
0,1,1,2,1,1,1,1,0,11,0,0,1,0,11,1,100,2,2,1
1,0,1,0,1,0,1,0,0,4,1,1,100001,1,1,1,1,3,1,0
1,0,1,0,1,0,1,0,1,4,1,1,100001,1,1,1,1,3,1,0
1,1,0,0,1,2,1,1,0,1,4,0,1,1,11,1,375,1,0,0
1,1,0,1,1,2,1,1,0,1,4,0,1,1,11,1,375,1,1,0
1,1,1,0,1,1,1,1,1,4,4,1,25001,1,4,1,375,3,2,1
1,1,1,0,1,1,1,1,1,4,4,1,25001,1,4,1,375,3,2,1
1,1,1,3,1,0,1,1,0,0,11,0,100001,4,11,1,100,1,2,1
1,1,1,3,1,0,1,1,0,0,11,0,100001,4,11,1,100,1,2,1
1,0,1,0,1,2,1,0,0,4,1,1,100001,1,4,1,100,4,2,1
1,0,1,0,1,2,1,0,0,4,1,1,100001,1,4,1,100,4,2,1
0,0,0,1,0,0,1,1,1,1,11,0,100001,0,4,1,100,3,2,0
0,0,0,1,0,1,1,1,1,1,11,0,100001,0,4,1,100,3,2,0
1,11,1,1,1,1,0,0,0,11,11,0,1,11,11,0,375,1,2,1
1,11,1,1,1,2,0,0,0,11,11,0,1,11,11,0,375,1,2,1
1,11,0,0,1,2,0,0,0,11,11,0,1,11,11,0,100,1,2,1
1,11,0,0,1,2,0,0,0,11,11,0,1,11,11,0,100,1,2,1
1,1,0,0,0,1,0,1,0,4,11,0,1,0,11,1,1,1,1,0
1,1,0,0,0,1,0,1,0,4,11,0,1,0,11,1,1,1,1,0
0,1,1,0,1,0,1,0,1,11,11,1,25001,11,11,1,100,3,2,1
0,1,1,0,1,1,1,0,1,11,11,1,25001,11,11,1,100,3,2,1
0,1,0,1,0,3,1,1,1,1,4,0,1,11,11,1,375,2,2,0
0,1,0,0,0,3,1,1,1,1,4,0,1,11,11,1,375,2,2,0
0,0,0,0,1,1,1,0,1,4,11,1,5001,11,11,0,100,2,1,1
0,1,0,0,1,1,1,0,1,4,11,0,5001,11,11,0,100,2,1,1
1,0,0,2,1,0,1,0,0,0,0,0,25001,11,11,0,100,2,2,1
1,0,0,0,1,0,1,0,0,0,0,0,25001,11,11,0,100,2,1,1
0,1,1,1,1,1,1,0,1,11,4,0,1,11,11,1,1,1,2,1
0,1,1,1,1,1,1,0,1,11,4,0,1,11,11,1,1,1,2,1
0,0,0,0,1,0,1,0,0,4,4,1,100001,4,4,0,100,3,3,1
0,0,0,0,1,0,1,0,0,4,4,1,100001,4,4,0,100,3,2,1
1,11,1,1,0,0,1,0,0,11,11,0,5001,4,11,1,1,2,0,0
1,11,1,1,0,0,1,0,0,11,11,0,5001,4,11,1,1,2,0,0
0,1,0,0,1,1,1,0,0,11,4,0,100001,11,11,1,100,3,1,1
0,1,0,0,1,1,1,0,0,11,4,0,100001,11,11,1,100,3,1,1
0,0,1,1,1,1,1,1,0,1,1,0,5001,1,4,1,100,2,1,1
0,0,1,1,1,1,1,1,0,1,1,0,5001,1,4,1,100,2,1,1
1,1,1,2,1,0,1,1,0,4,11,0,1,11,11,1,100,1,2,1
1,1,1,2,1,0,1,1,1,4,11,0,1,11,11,1,100,1,2,1
0,0,0,1,0,0,1,1,1,4,4,0,25001,4,4,1,375,2,1,0
0,0,0,0,0,0,1,1,1,4,4,0,25001,4,4,1,375,2,1,0
0,1,0,0,0,1,1,1,0,1,1,1,25001,1,4,1,1,3,3,1
0,1,0,0,0,1,1,1,0,1,1,1,25001,1,4,1,1,3,3,1
0,1,1,0,1,0,1,1,1,11,11,1,100001,4,11,1,100,4,1,1
0,1,0,0,1,1,1,1,1,11,11,1,100001,4,4,1,100,4,1,1
0,1,1,0,1,0,0,0,0,1,1,0,1,4,11,0,1,1,2,1
0,4,1,0,1,0,0,0,0,1,1,0,1,4,11,0,1,1,2,0
1,4,1,0,1,2,1,1,1,11,11,1,5001,11,11,1,100,3,4,1
1,1,1,2,1,2,1,0,1,11,11,1,5001,11,11,1,100,3,4,1
1,1,0,0,1,3,1,1,1,1,1,0,25001,1,4,1,100,3,4,1
1,1,0,1,1,2,1,1,1,1,1,0,25001,1,4,1,100,3,4,1
0,0,0,1,1,2,1,1,0,1,4,1,100001,1,4,1,100,3,4,1
0,1,0,0,1,2,1,1,0,1,4,1,100001,1,4,1,100,3,2,1
0,0,1,0,1,1,1,1,1,1,1,0,5001,1,1,1,1,2,3,1
0,0,1,0,1,1,1,1,1,1,1,0,5001,1,1,1,1,2,3,1
1,1,1,1,1,2,1,0,0,1,4,0,1,1,1,1,375,1,2,1
1,1,1,1,1,2,1,0,0,1,4,0,1,1,11,1,375,1,4,1
1,1,1,0,1,1,0,1,1,4,11,1,25001,11,11,1,100,1,1,1
1,1,1,0,1,1,0,1,1,4,11,1,25001,11,11,1,1,1,1,1
1,1,1,0,1,1,1,1,0,1,1,0,25001,11,1,1,375,2,1,0
1,1,1,0,1,1,1,1,0,1,1,0,25001,11,1,1,375,2,1,0
0,1,0,2,1,0,1,0,0,4,4,0,1,11,11,0,1,3,2,1
0,1,0,0,1,0,1,0,0,4,4,0,1,11,11,0,1,3,3,1
0,0,0,1,1,1,1,1,0,4,1,0,5001,4,1,1,100,2,1,1
0,0,0,1,1,1,1,1,0,4,1,0,5001,4,1,1,100,2,2,1
1,1,0,0,1,2,1,1,0,1,1,1,25001,1,1,1,100,3,1,1
1,1,0,1,1,2,1,1,0,1,1,1,25001,1,1,1,100,3,1,1
0,0,1,0,1,0,1,0,0,1,4,1,5001,1,11,1,1,3,2,1
0,0,1,0,1,0,1,0,0,1,4,1,5001,1,11,1,1,3,2,1
1,1,1,0,1,1,1,1,0,11,11,0,5001,11,11,1,100,2,1,1
1,1,1,0,1,1,1,1,0,11,11,0,5001,11,11,1,100,2,1,1
1,1,1,2,1,0,1,1,0,0,11,0,1,1,4,1,1,1,2,1
1,1,1,2,1,0,1,1,0,0,11,0,1,1,4,1,1,1,2,1
0,0,0,0,0,0,1,1,1,11,1,0,100001,11,4,1,100,3,2,0
0,0,0,0,0,0,1,1,1,11,1,0,100001,11,4,1,100,3,2,0
0,0,0,2,1,1,1,0,0,1,0,0,1,0,1,1,100,2,0,0
0,0,0,2,1,1,1,0,0,1,0,0,1,0,1,1,100,2,0,0
0,0,0,1,0,1,1,0,0,0,0,0,25001,4,4,1,100,3,2,1
0,0,0,1,0,1,1,0,0,0,1,0,25001,4,4,1,100,3,2,1
0,1,0,1,1,3,1,1,0,4,11,1,100001,4,4,1,1,4,1,1
0,1,0,1,1,2,1,1,1,4,11,1,100001,4,4,1,1,4,1,1
1,1,1,1,1,4,1,1,1,4,4,0,1,4,4,1,1,2,3,1
1,1,1,1,1,4,1,1,1,4,4,0,1,4,4,1,100,2,1,1
1,4,1,0,1,1,1,1,0,4,4,0,1,4,4,1,375,1,2,1
1,1,1,1,1,1,1,1,0,4,4,0,1,4,4,1,375,1,3,1
0,1,0,0,1,1,1,1,1,4,4,1,100001,11,4,1,1,3,1,1
0,1,0,0,1,1,1,1,1,11,4,1,100001,11,4,1,1,3,1,1
0,1,1,0,0,1,1,0,0,0,4,1,25001,1,11,1,1,3,2,1
1,1,1,0,0,1,1,0,0,0,4,1,25001,1,11,1,1,3,2,1
1,1,1,0,1,1,1,1,0,4,11,1,25001,4,11,1,1,3,3,1
1,1,1,0,1,1,1,1,0,4,11,1,25001,4,11,1,1,3,3,1
1,1,0,0,1,0,1,0,1,4,4,1,5001,4,4,1,100,3,2,1
1,1,0,0,1,0,1,0,1,4,4,1,5001,1,4,1,100,3,2,1
1,1,1,0,0,0,1,1,0,11,11,1,25001,1,11,1,100,3,1,1
1,1,1,0,0,0,1,1,0,11,11,1,25001,1,11,1,100,3,1,1
0,0,1,0,0,0,1,1,1,1,0,1,5001,1,1,1,1,3,1,1
0,0,1,0,0,0,1,1,1,1,0,1,5001,1,1,1,1,3,1,1
0,1,0,0,1,0,1,0,0,11,1,1,5001,4,4,1,100,4,1,1
0,1,0,0,1,0,1,0,0,11,1,1,5001,4,4,1,100,4,1,1
1,0,1,0,1,2,1,0,1,4,11,0,25001,4,11,1,1,2,0,1
1,0,1,0,1,2,1,0,1,4,11,0,25001,4,11,1,1,2,0,1
1,1,1,0,1,0,1,1,0,11,11,0,1,11,11,1,375,1,2,1
1,1,1,0,1,0,1,1,0,11,11,0,1,11,11,1,375,1,2,1
0,0,0,2,0,0,1,0,0,0,4,0,25001,11,1,1,100,3,2,1
0,0,0,2,0,0,1,0,0,0,4,0,25001,11,1,1,100,3,1,1
1,1,1,1,1,1,1,1,1,1,4,0,5001,4,4,1,1,3,2,1
1,1,1,0,1,1,1,1,1,1,4,0,5001,4,4,1,1,3,2,1
0,1,0,0,1,0,1,0,0,11,11,0,1,11,11,0,375,1,1,1
0,1,0,0,1,0,1,0,0,11,11,0,1,11,11,0,375,1,1,1
1,1,1,1,1,0,1,1,1,0,1,0,1,4,4,1,100,2,1,0
1,1,1,1,1,0,1,1,1,1,1,1,1,4,4,1,100,2,1,0
0,1,1,0,1,0,0,0,0,11,11,1,5001,11,11,1,375,1,3,1
0,1,1,0,1,0,0,0,0,11,11,1,5001,11,11,1,375,1,1,1
1,1,1,0,1,2,1,0,1,1,1,1,1,1,4,0,100,3,2,1
1,1,1,0,1,2,1,0,0,1,1,1,1,1,4,0,100,3,2,1
1,0,0,1,1,0,1,0,0,11,4,0,25001,4,11,1,100,3,1,1
1,0,0,1,1,0,1,0,0,11,4,0,25001,4,11,1,100,3,1,1
1,1,1,0,1,1,1,0,1,1,1,1,5001,1,11,1,100,1,1,1
1,1,1,0,1,1,1,0,1,1,1,1,5001,1,11,1,100,1,1,1
0,0,0,1,0,3,1,1,0,0,11,0,25001,1,4,1,100,3,2,1
0,0,0,1,0,3,1,1,0,0,11,0,25001,1,4,1,100,3,4,1
1,0,1,3,0,0,1,0,0,0,4,0,1,0,11,0,1,1,1,0
1,0,1,3,0,0,1,0,0,0,4,0,1,0,11,0,1,1,1,0
0,1,1,0,1,1,1,0,1,4,11,0,5001,1,11,0,100,3,1,1
0,1,1,0,1,1,1,0,0,4,11,0,5001,1,11,0,100,3,1,1
1,0,1,0,0,1,1,1,0,1,1,0,25001,11,4,1,1,3,1,1
1,0,1,0,1,1,1,1,0,1,1,0,25001,11,4,1,1,3,1,1
1,1,1,0,1,1,1,1,1,11,4,1,1,11,11,1,1,2,1,1
1,1,1,0,1,1,1,1,1,11,4,1,1,11,11,1,1,2,1,1
1,4,0,1,1,0,1,0,0,1,11,0,100001,1,4,1,1,3,2,1
1,4,0,1,1,0,1,0,0,4,11,0,100001,1,4,1,1,3,2,1
1,1,1,1,1,1,1,0,1,11,4,0,5001,1,4,1,375,1,6,1
1,1,1,1,1,1,1,0,1,1,4,0,5001,11,4,1,375,1,6,1
0,1,0,0,1,4,1,1,0,11,11,0,1,11,11,1,375,1,1,0
0,1,0,2,1,4,1,1,0,11,11,0,1,11,11,1,375,1,1,0
1,1,1,0,1,2,0,0,0,0,4,0,5001,4,4,0,100,1,2,1
1,1,1,0,1,2,0,0,0,0,4,0,5001,4,4,0,100,1,1,1
1,1,1,2,1,1,1,1,0,4,11,0,1,4,11,1,100,1,2,1
1,1,1,2,1,1,1,1,0,4,11,0,1,4,11,1,100,1,2,1
1,1,0,0,0,0,1,1,1,4,11,0,25001,1,11,0,1,3,1,1
1,1,0,0,0,0,1,0,1,4,11,0,25001,1,11,0,1,3,0,1
0,1,1,1,1,1,0,0,0,1,11,0,1,4,11,1,375,1,3,1
0,1,1,0,1,1,0,0,0,1,11,0,1,4,11,0,375,1,2,1
0,0,1,0,1,1,1,1,1,0,4,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,0,4,1,1,1,1,1,100,1,1,1
0,4,1,1,1,1,1,0,0,0,0,0,1,4,4,1,100,1,2,1
0,4,1,1,1,1,1,0,0,0,0,0,1,4,4,1,375,1,2,1
0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,3,1,0
0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,3,1,0
0,0,0,0,0,1,1,1,1,0,4,1,5001,0,1,1,1,3,0,1
0,0,0,0,0,1,1,1,1,0,4,1,5001,0,1,1,1,3,0,1
0,1,0,2,1,1,1,1,0,4,4,1,1,4,4,1,100,2,3,0
0,1,0,2,1,1,1,0,0,4,4,1,1,4,4,1,100,2,2,0
0,1,0,0,0,3,1,0,0,11,11,0,5001,11,11,1,375,3,1,0
0,0,0,1,0,3,1,1,0,11,11,0,5001,11,11,1,375,3,2,1
0,0,1,2,0,1,1,0,1,0,1,0,100001,1,1,0,100,4,1,1
0,0,1,2,0,1,1,0,1,0,1,0,100001,1,1,0,100,4,1,1
1,1,0,0,1,1,1,0,1,1,4,0,5001,1,4,1,1,3,1,1
1,1,0,0,1,1,1,0,1,1,4,0,5001,1,4,1,1,3,0,1
1,0,1,0,1,4,1,1,0,4,11,0,5001,4,11,0,375,1,4,1
1,0,1,0,1,4,1,1,0,4,11,0,5001,4,11,0,375,1,4,1
0,1,0,0,0,0,1,0,1,1,4,1,25001,4,4,0,1,2,1,1
0,1,0,0,0,0,1,0,1,4,1,1,25001,4,4,0,1,2,1,1
0,0,1,1,1,0,1,1,1,11,4,0,25001,4,4,1,100,3,1,1
0,0,1,1,0,1,1,1,1,11,4,0,25001,4,4,1,100,3,1,1
1,0,1,0,0,1,0,1,1,0,4,0,1,1,11,1,375,1,3,1
1,0,1,0,0,0,0,1,1,0,4,0,1,1,11,0,375,1,3,1
1,1,0,1,1,1,1,1,0,1,1,0,5001,1,1,0,100,1,1,0
1,1,0,1,1,1,1,1,0,4,1,0,5001,1,1,1,100,1,1,0
1,4,1,2,1,2,1,0,0,11,11,0,1,11,11,0,375,1,2,1
1,4,1,2,1,2,1,0,0,11,11,0,1,11,11,0,375,1,2,1
0,1,0,1,1,0,1,0,1,4,11,1,5001,4,4,1,100,3,1,1
0,1,0,1,1,0,1,0,1,4,11,1,5001,4,4,1,375,3,1,1
0,1,0,1,0,0,1,0,0,1,4,0,100001,1,4,1,100,3,1,1
0,1,0,1,0,0,1,1,0,1,4,1,100001,1,4,1,100,3,1,1
0,0,1,1,0,0,1,0,0,4,4,1,5001,1,4,1,1,3,1,1
0,0,1,1,0,0,1,0,0,4,4,1,5001,1,4,1,1,3,1,1
0,1,1,2,1,1,1,0,1,0,4,1,100001,1,4,1,100,3,2,0
0,1,1,1,1,1,1,0,1,0,4,1,100001,1,4,1,100,3,2,0
0,0,0,2,0,0,1,0,0,0,1,0,25001,0,4,1,1,4,1,1
0,0,0,2,0,0,1,0,0,0,1,0,25001,0,4,1,1,4,1,1
1,1,0,0,0,0,1,0,1,1,4,1,25001,0,4,1,100,3,3,1
1,1,0,0,0,0,1,0,1,1,4,1,25001,0,4,1,100,3,3,1
1,1,1,1,1,0,1,1,1,1,1,0,25001,1,4,1,1,2,1,1
1,1,1,2,1,0,1,1,1,4,1,0,25001,1,4,1,100,2,0,1
0,0,0,0,0,0,1,0,1,1,4,0,100001,4,4,1,100,4,3,0
0,0,0,0,0,0,1,0,1,1,4,0,100001,4,4,1,100,4,3,0
0,0,1,1,0,1,1,1,1,11,11,0,100001,0,1,1,100,1,1,1
0,0,1,1,0,2,1,1,1,11,11,1,100001,0,1,1,100,1,1,1
1,11,1,0,1,1,1,1,1,11,11,1,5001,4,11,1,375,2,4,1
1,11,1,0,1,1,1,0,1,11,11,1,5001,4,11,1,375,2,4,1
1,1,1,0,0,3,1,0,0,4,11,0,1,11,11,1,375,1,8,1
1,1,1,0,1,3,1,0,1,4,11,0,1,1,11,1,375,1,8,1
1,1,1,0,1,3,1,1,1,1,1,1,25001,4,11,1,100,2,4,1
1,1,1,2,1,3,1,1,1,1,1,1,25001,4,11,1,100,2,4,1
1,4,1,0,1,1,1,0,1,4,4,0,5001,11,11,1,100,1,1,1
1,4,1,0,1,1,1,0,1,4,4,0,5001,11,4,1,100,1,1,1
1,1,0,2,1,3,1,0,0,0,1,0,5001,1,4,1,100,1,2,1
1,1,0,3,1,3,1,0,0,0,1,0,5001,1,4,1,100,1,2,1
0,1,0,1,1,1,1,0,0,11,11,0,100001,1,11,1,100,3,1,1
0,1,0,1,1,1,1,0,0,11,11,0,100001,1,11,1,100,3,1,1
0,4,1,0,1,1,1,0,0,11,11,0,1,1,11,1,100,1,2,1
0,4,1,0,1,0,1,0,0,11,11,0,1,1,11,1,100,1,2,1
1,1,1,1,0,0,1,0,0,1,11,0,1,1,11,1,100,1,2,1
1,1,1,1,0,0,1,0,0,1,11,0,1,1,11,1,100,1,2,1
1,1,1,1,1,2,1,1,1,0,4,0,5001,0,11,1,100,2,2,1
1,1,1,0,1,2,1,1,1,1,4,0,5001,0,11,1,100,2,2,1
0,1,1,1,1,0,1,0,0,11,11,0,1,11,11,0,1,1,1,1
0,1,1,1,1,0,1,0,0,11,11,0,1,11,11,0,1,1,1,1
1,1,1,1,1,1,0,0,0,4,11,1,1,11,11,0,100,1,4,1
1,1,1,1,1,1,0,0,0,4,11,0,1,11,11,0,100,1,3,1
0,0,0,1,0,0,1,1,0,4,11,1,100001,11,1,1,100,4,1,1
0,0,0,1,0,0,1,1,0,4,11,1,100001,11,1,1,100,4,1,1
0,0,0,0,1,0,1,1,0,1,4,0,1,11,4,1,100,1,1,1
0,0,0,0,1,0,1,1,0,1,1,0,1,11,4,1,100,1,1,1
1,1,1,3,1,1,1,1,1,4,0,0,1,0,1,1,1,1,1,0
1,1,1,3,1,1,1,1,0,4,0,0,1,0,1,1,1,1,3,0
1,1,0,0,0,1,1,0,1,4,11,0,25001,1,11,1,100,3,1,1
1,1,0,0,0,2,1,0,1,4,11,1,25001,1,11,1,100,3,0,1
0,0,1,0,1,2,1,0,0,0,1,1,5001,1,1,0,1,1,1,1
0,0,1,0,1,1,1,0,0,0,1,1,5001,1,1,0,1,1,1,1
0,1,1,1,0,2,1,0,1,1,11,0,5001,4,4,0,100,3,1,1
0,1,1,1,0,2,1,0,1,1,11,0,5001,4,4,0,100,3,1,1
0,1,0,1,1,1,1,1,1,11,11,1,100001,4,11,0,375,2,3,1
0,1,0,1,1,1,1,1,1,11,11,1,100001,4,11,0,375,2,1,1
1,1,1,1,1,1,1,0,1,4,4,0,1,4,4,1,100,2,1,1
1,1,1,1,1,1,1,0,1,4,4,0,1,4,4,1,100,2,1,1
0,0,0,0,0,1,1,1,0,1,4,1,25001,1,4,1,375,2,0,1
0,0,0,0,0,1,1,1,0,4,4,1,25001,1,4,1,375,2,0,1
0,4,1,0,1,4,1,0,1,11,11,0,5001,11,4,1,100,2,1,0
0,4,1,0,1,4,1,0,1,11,11,0,5001,11,4,1,100,2,1,0
0,0,1,2,1,4,0,1,1,0,4,0,1,4,11,1,100,1,3,1
1,0,1,1,0,4,1,1,1,1,4,0,1,4,11,1,100,1,3,1
0,1,1,0,1,1,0,0,0,11,11,0,1,11,11,1,1,1,0,1
0,1,1,0,1,1,0,0,0,11,11,0,1,11,11,1,1,1,0,1
1,1,1,1,1,4,1,1,0,11,1,0,1,1,4,1,375,1,1,1
